2021-02-18 09:04:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1390 bytes.
2021-02-18 09:44:57 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 1041/294 bytes.
2021-02-18 09:44:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1393 bytes.
2021-02-18 09:47:58 UTC | CORE | INFO | (pkg/forwarder/transaction.go:263 in internalProcess) | Successfully posted payload to "https://7-19-2-app.agent.datadoghq.com/api/v1/check_run?api_key=*************************4ae0b"
2021-02-18 09:49:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 800/403 bytes.
2021-02-18 09:49:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1395 bytes.
2021-02-18 09:54:57 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 1041/295 bytes.
2021-02-18 09:54:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1394 bytes.
2021-02-18 09:59:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 800/400 bytes.
2021-02-18 09:59:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1394 bytes.
2021-02-18 09:59:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 3686/1706 bytes.
2021-02-18 10:04:57 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 1041/294 bytes.
2021-02-18 10:04:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1395 bytes.
2021-02-18 10:09:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 800/401 bytes.
2021-02-18 10:09:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1394 bytes.
2021-02-18 10:14:57 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 1041/294 bytes.
2021-02-18 10:14:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1394 bytes.
2021-02-18 10:19:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 800/401 bytes.
2021-02-18 10:19:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1393 bytes.
2021-02-18 10:24:57 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 1041/294 bytes.
2021-02-18 10:24:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1395 bytes.
2021-02-18 10:29:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 800/403 bytes.
2021-02-18 10:29:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1394 bytes.
2021-02-18 10:29:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 3687/1705 bytes.
2021-02-18 10:34:57 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 1041/294 bytes.
2021-02-18 10:34:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1394 bytes.
2021-02-18 10:39:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 800/405 bytes.
2021-02-18 10:39:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1394 bytes.
2021-02-18 10:44:57 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 1041/295 bytes.
2021-02-18 10:44:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1392 bytes.
2021-02-18 10:47:13 UTC | CORE | INFO | (pkg/forwarder/transaction.go:263 in internalProcess) | Successfully posted payload to "https://7-19-2-app.agent.datadoghq.com/api/v1/check_run?api_key=*************************4ae0b"
2021-02-18 10:49:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 800/400 bytes.
2021-02-18 10:49:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1393 bytes.
2021-02-18 10:54:57 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 1041/295 bytes.
2021-02-18 10:54:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1394 bytes.
2021-02-18 10:59:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 800/405 bytes.
2021-02-18 10:59:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1394 bytes.
2021-02-18 10:59:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 3687/1704 bytes.
2021-02-18 11:04:57 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 1041/294 bytes.
2021-02-18 11:04:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1395 bytes.
2021-02-18 11:09:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 800/404 bytes.
2021-02-18 11:09:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1393 bytes.
2021-02-18 11:14:57 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 1041/294 bytes.
2021-02-18 11:14:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1394 bytes.
2021-02-18 11:19:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 800/403 bytes.
2021-02-18 11:19:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1393 bytes.
2021-02-18 11:24:57 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 1041/295 bytes.
2021-02-18 11:24:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1393 bytes.
2021-02-18 11:29:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 800/404 bytes.
2021-02-18 11:29:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1393 bytes.
2021-02-18 11:29:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 3687/1705 bytes.
2021-02-18 11:34:57 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 1041/293 bytes.
2021-02-18 11:34:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1393 bytes.
2021-02-18 11:39:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 800/401 bytes.
2021-02-18 11:39:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1394 bytes.
2021-02-18 11:44:57 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 1041/294 bytes.
2021-02-18 11:44:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1393 bytes.
2021-02-18 11:44:59 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check cpu
2021-02-18 11:44:59 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check cpu
2021-02-18 11:45:03 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check uptime
2021-02-18 11:45:03 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check uptime
2021-02-18 11:45:04 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check memory
2021-02-18 11:45:04 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check memory
2021-02-18 11:45:05 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check io
2021-02-18 11:45:05 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check io
2021-02-18 11:45:06 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check disk
2021-02-18 11:45:06 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check disk
2021-02-18 11:45:11 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check network
2021-02-18 11:45:11 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check network
2021-02-18 11:45:12 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check load
2021-02-18 11:45:12 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check load
2021-02-18 11:45:13 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check file_handle
2021-02-18 11:45:13 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check file_handle
2021-02-18 11:46:28 UTC | CORE | INFO | (pkg/forwarder/transaction.go:263 in internalProcess) | Successfully posted payload to "https://7-19-2-app.agent.datadoghq.com/api/v1/check_run?api_key=*************************4ae0b"
2021-02-18 11:49:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 800/404 bytes.
2021-02-18 11:49:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1394 bytes.
2021-02-18 11:54:57 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 1041/294 bytes.
2021-02-18 11:54:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1394 bytes.
2021-02-18 11:59:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 800/401 bytes.
2021-02-18 11:59:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1395 bytes.
2021-02-18 11:59:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 3688/1706 bytes.
2021-02-18 12:04:57 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 1041/293 bytes.
2021-02-18 12:04:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1394 bytes.
2021-02-18 12:09:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 800/401 bytes.
2021-02-18 12:09:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1393 bytes.
2021-02-18 12:14:57 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 1041/295 bytes.
2021-02-18 12:14:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1391 bytes.
2021-02-18 12:19:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 800/401 bytes.
2021-02-18 12:19:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1392 bytes.
2021-02-18 12:24:57 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 1041/295 bytes.
2021-02-18 12:24:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1395 bytes.
2021-02-18 12:29:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 800/403 bytes.
2021-02-18 12:29:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1394 bytes.
2021-02-18 12:29:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 3688/1705 bytes.
2021-02-18 12:34:57 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 1041/293 bytes.
2021-02-18 12:34:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1393 bytes.
2021-02-18 12:39:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 800/401 bytes.
2021-02-18 12:39:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1395 bytes.
2021-02-18 12:44:57 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 1041/295 bytes.
2021-02-18 12:44:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1394 bytes.
2021-02-18 12:45:43 UTC | CORE | INFO | (pkg/forwarder/transaction.go:263 in internalProcess) | Successfully posted payload to "https://7-19-2-app.agent.datadoghq.com/api/v1/check_run?api_key=*************************4ae0b"
2021-02-18 12:49:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 800/401 bytes.
2021-02-18 12:49:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1394 bytes.
2021-02-18 12:54:57 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 1041/294 bytes.
2021-02-18 12:54:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1393 bytes.
2021-02-18 12:59:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 800/401 bytes.
2021-02-18 12:59:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1394 bytes.
2021-02-18 12:59:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 3688/1704 bytes.
2021-02-18 13:04:57 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 1041/295 bytes.
2021-02-18 13:04:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1394 bytes.
2021-02-18 13:09:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 800/401 bytes.
2021-02-18 13:09:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1393 bytes.
2021-02-18 13:14:57 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 1041/293 bytes.
2021-02-18 13:14:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1395 bytes.
2021-02-18 13:19:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 800/401 bytes.
2021-02-18 13:19:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1394 bytes.
2021-02-18 13:24:57 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 1041/294 bytes.
2021-02-18 13:24:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1392 bytes.
2021-02-18 13:29:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 800/405 bytes.
2021-02-18 13:29:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1394 bytes.
2021-02-18 13:29:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 3688/1704 bytes.
2021-02-18 13:34:57 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 1041/294 bytes.
2021-02-18 13:34:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1393 bytes.
2021-02-18 13:39:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 800/403 bytes.
2021-02-18 13:39:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1393 bytes.
2021-02-18 13:44:57 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 1041/294 bytes.
2021-02-18 13:44:58 UTC | CORE | INFO | (pkg/forwarder/transaction.go:263 in internalProcess) | Successfully posted payload to "https://7-19-2-app.agent.datadoghq.com/api/v1/series?api_key=*************************4ae0b"
2021-02-18 13:44:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1388 bytes.
2021-02-18 13:49:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 800/405 bytes.
2021-02-18 13:49:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1390 bytes.
2021-02-18 13:49:59 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check cpu
2021-02-18 13:49:59 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check cpu
2021-02-18 13:50:03 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check uptime
2021-02-18 13:50:03 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check uptime
2021-02-18 13:50:04 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check memory
2021-02-18 13:50:04 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check memory
2021-02-18 13:50:05 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check io
2021-02-18 13:50:05 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check io
2021-02-18 13:50:06 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check disk
2021-02-18 13:50:06 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check disk
2021-02-18 13:50:11 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check network
2021-02-18 13:50:11 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check network
2021-02-18 13:50:12 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check load
2021-02-18 13:50:12 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check load
2021-02-18 13:50:13 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check file_handle
2021-02-18 13:50:13 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check file_handle
2021-02-18 13:54:57 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 1041/295 bytes.
2021-02-18 13:54:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1391 bytes.
2021-02-18 13:59:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 800/401 bytes.
2021-02-18 13:59:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1392 bytes.
2021-02-18 13:59:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 3685/1702 bytes.
2021-02-18 14:04:57 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 1041/294 bytes.
2021-02-18 14:04:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1392 bytes.
2021-02-18 14:09:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 800/401 bytes.
2021-02-18 14:09:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1391 bytes.
2021-02-18 14:14:57 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 1041/294 bytes.
2021-02-18 14:14:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1391 bytes.
2021-02-18 14:19:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 800/403 bytes.
2021-02-18 14:19:59 UTC | CORE | INFO | (pkg/serializer/serializer.go:366 in SendJSONToV1Intake) | Sent processes metadata payload, size: 1403 bytes.
